,links,attribute,faculty,program
166,https://www.uwo.ca/ipb/databook/04/cscitb04.html,Program Enrolment,SCIENCE,COMPUTER SCIENCE
167,https://www.uwo.ca/ipb/databook/04/escitb04.html,Program Enrolment,SCIENCE,EARTH SCIENCES
168,https://www.uwo.ca/ipb/databook/04/mathtb04.html,Program Enrolment,SCIENCE,MATHEMATICS
169,https://www.uwo.ca/ipb/databook/04/p_a_tb04.html,Program Enrolment,SCIENCE,PHYSICS and ASTRONOMY
170,https://www.uwo.ca/ipb/databook/04/sas_tb04.html,Program Enrolment,SCIENCE,STATISTICAL and ACTUARIAL SCIENCES
171,https://www.uwo.ca/ipb/databook/04/znattb04.html,Program Enrolment,SCIENCE,ANATOMY and CELL BIOLOGY
172,https://www.uwo.ca/ipb/databook/04/zioctb04.html,Program Enrolment,SCIENCE,BIOCHEMISTRY
173,https://www.uwo.ca/ipb/databook/04/envitb04.html,Program Enrolment,SCIENCE,ENVIRONMENTAL SCIENCE
174,https://www.uwo.ca/ipb/databook/04/zpidtb04.html,Program Enrolment,SCIENCE,EPIDEMIOLOGY and BIOSTATISTICS
175,https://www.uwo.ca/ipb/databook/04/he__tb04.html,Program Enrolment,SCIENCE,HUMAN ECOLOGY
176,https://www.uwo.ca/ipb/databook/04/imsbtb04.html,Program Enrolment,SCIENCE,INTERDISCIPLINARY MEDICAL SCIENCES
177,https://www.uwo.ca/ipb/databook/04/da__tb04.html,Program Enrolment,SCIENCE,MASTER OF DATA ANALYTICS
178,https://www.uwo.ca/ipb/databook/04/zioptb04.html,Program Enrolment,SCIENCE,MEDICAL BIOPHYSICS
179,https://www.uwo.ca/ipb/databook/04/z_i_tb04.html,Program Enrolment,SCIENCE,MICROBIOLOGY and IMMUNOLOGY
180,https://www.uwo.ca/ipb/databook/04/zathtb04.html,Program Enrolment,SCIENCE,PATHOLOGY and LABORATORY MEDICINE
181,https://www.uwo.ca/ipb/databook/04/z_p_tb04.html,Program Enrolment,SCIENCE,PHYSIOLOGY and PHARMACOLOGY
182,https://www.uwo.ca/ipb/databook/04/ausstb04.html,Program Enrolment,SOCIAL SCIENCE,SOCIAL SCIENCE
183,https://www.uwo.ca/ipb/databook/04/anthtb04.html,Program Enrolment,SOCIAL SCIENCE,ANTHROPOLOGY
184,https://www.uwo.ca/ipb/databook/04/econtb04.html,Program Enrolment,SOCIAL SCIENCE,ECONOMICS
185,https://www.uwo.ca/ipb/databook/04/geogtb04.html,Program Enrolment,SOCIAL SCIENCE,GEOGRAPHY and ENVIRONMENT
186,https://www.uwo.ca/ipb/databook/04/histtb04.html,Program Enrolment,SOCIAL SCIENCE,HISTORY
187,https://www.uwo.ca/ipb/databook/04/caistb04.html,Program Enrolment,SOCIAL SCIENCE,MANAGEMENT and ORGANIZATIONAL STUDIES
188,https://www.uwo.ca/ipb/databook/04/polstb04.html,Program Enrolment,SOCIAL SCIENCE,POLITICAL SCIENCE
189,https://www.uwo.ca/ipb/databook/04/psyctb04.html,Program Enrolment,SOCIAL SCIENCE,PSYCHOLOGY
190,https://www.uwo.ca/ipb/databook/04/soc_tb04.html,Program Enrolment,SOCIAL SCIENCE,SOCIOLOGY
191,https://www.uwo.ca/ipb/databook/04/as__tb04.html,Program Enrolment,SOCIAL SCIENCE,AMERICAN STUDIES
192,https://www.uwo.ca/ipb/databook/04/fnattb04.html,Program Enrolment,SOCIAL SCIENCE,INDIGENOUS STUDIES
193,https://www.uwo.ca/ipb/databook/04/ir__tb04.html,Program Enrolment,SOCIAL SCIENCE,INTERNATIONAL RELATIONS
194,https://www.uwo.ca/ipb/databook/04/las_tb04.html,Program Enrolment,SOCIAL SCIENCE,LATIN AMERICAN STUDIES
195,https://www.uwo.ca/ipb/databook/04/lngbtb04.html,Program Enrolment,SOCIAL SCIENCE,LINGUISTICS
196,https://www.uwo.ca/ipb/databook/04/ppe_tb04.html,Program Enrolment,SOCIAL SCIENCE,"POLITICS, PHILOSOPHY and ECONOMICS"
197,https://www.uwo.ca/ipb/databook/04/justtb04.html,Program Enrolment,SOCIAL SCIENCE,TRANSITIONAL JUSTICE and POST-CONFLICT RECONSTRUCTION
198,https://www.uwo.ca/ipb/databook/04/bme_tb04.html,Program Enrolment,INTER-DISCIPLINARY GRADUATE STUDIES,BIOMEDICAL ENGINEERING
199,https://www.uwo.ca/ipb/databook/04/e_s_tb04.html,Program Enrolment,INTER-DISCIPLINARY GRADUATE STUDIES,ENVIRONMENT and SUSTAINABILITY
200,https://www.uwo.ca/ipb/databook/04/id07tb04.html,Program Enrolment,INTER-DISCIPLINARY GRADUATE STUDIES,MANAGEMENT OF APPLIED SCIENCE (APPLIED SCIENCE)
201,https://www.uwo.ca/ipb/databook/04/id01tb04.html,Program Enrolment,INTER-DISCIPLINARY GRADUATE STUDIES,MANAGEMENT OF APPLIED SCIENCE (BIOLOGICAL SCIENCES)
202,https://www.uwo.ca/ipb/databook/04/id03tb04.html,Program Enrolment,INTER-DISCIPLINARY GRADUATE STUDIES,MANAGEMENT OF APPLIED SCIENCE (COMPUTER SCIENCE)
203,https://www.uwo.ca/ipb/databook/04/id04tb04.html,Program Enrolment,INTER-DISCIPLINARY GRADUATE STUDIES,MANAGEMENT OF APPLIED SCIENCE (DATA ANALYTICS)
204,https://www.uwo.ca/ipb/databook/04/id05tb04.html,Program Enrolment,INTER-DISCIPLINARY GRADUATE STUDIES,MANAGEMENT OF APPLIED SCIENCE (GLOBAL HEALTH SYSTEM IN AFRICA)
205,https://www.uwo.ca/ipb/databook/04/neurtb04.html,Program Enrolment,INTER-DISCIPLINARY GRADUATE STUDIES,NEUROSCIENCE
206,https://www.uwo.ca/ipb/databook/04/pmustb04.html,Program Enrolment,INTER-DISCIPLINARY GRADUATE STUDIES,POPULAR MUSIC and CULTURE
207,https://www.uwo.ca/ipb/databook/04/id02tb04.html,Program Enrolment,INTER-DISCIPLINARY GRADUATE STUDIES,PROFESSIONAL COMMUNICATION and MANAGEMENT
208,https://www.uwo.ca/ipb/databook/04/t_c_tb04.html,Program Enrolment,INTER-DISCIPLINARY GRADUATE STUDIES,THEORY and CRITICISM
209,https://www.uwo.ca/ipb/databook/05/auartb05.html,Teaching Activity,ARTS and HUMANITIES,ARTS and HUMANITIES
210,https://www.uwo.ca/ipb/databook/05/clsttb05.html,Teaching Activity,ARTS and HUMANITIES,CLASSICAL STUDIES
211,https://www.uwo.ca/ipb/databook/05/engltb05.html,Teaching Activity,ARTS and HUMANITIES,ENGLISH and WRITING STUDIES
212,https://www.uwo.ca/ipb/databook/05/filmtb05.html,Teaching Activity,ARTS and HUMANITIES,FILM STUDIES
213,https://www.uwo.ca/ipb/databook/05/frentb05.html,Teaching Activity,ARTS and HUMANITIES,FRENCH STUDIES
214,https://www.uwo.ca/ipb/databook/05/ws__tb05.html,Teaching Activity,ARTS and HUMANITIES,"GENDER, SEXUALITY, and WOMEN'S STUDIES"
215,https://www.uwo.ca/ipb/databook/05/mll_tb05.html,Teaching Activity,ARTS and HUMANITIES,LANGUAGES and CULTURES
216,https://www.uwo.ca/ipb/databook/05/philtb05.html,Teaching Activity,ARTS and HUMANITIES,PHILOSOPHY
217,https://www.uwo.ca/ipb/databook/05/vsartb05.html,Teaching Activity,ARTS and HUMANITIES,VISUAL ARTS
218,https://www.uwo.ca/ipb/databook/05/aub_tb05.html,Teaching Activity,BUSINESS,BUSINESS
219,https://www.uwo.ca/ipb/databook/05/auedtb05.html,Teaching Activity,EDUCATION,EDUCATION
220,https://www.uwo.ca/ipb/databook/05/aue_tb05.html,Teaching Activity,ENGINEERING,ENGINEERING
221,https://www.uwo.ca/ipb/databook/05/cheetb05.html,Teaching Activity,ENGINEERING,CHEMICAL and BIOCHEMICAL ENGINEERING
222,https://www.uwo.ca/ipb/databook/05/civetb05.html,Teaching Activity,ENGINEERING,CIVIL and ENVIRONMENTAL ENGINEERING
223,https://www.uwo.ca/ipb/databook/05/eleetb05.html,Teaching Activity,ENGINEERING,ELECTRICAL and COMPUTER ENGINEERING
224,https://www.uwo.ca/ipb/databook/05/m_metb05.html,Teaching Activity,ENGINEERING,MECHANICAL and MATERIALS ENGINEERING
225,https://www.uwo.ca/ipb/databook/05/bmeatb05.html,Teaching Activity,ENGINEERING,BIOMEDICAL ENGINEERING
226,https://www.uwo.ca/ipb/databook/05/engstb05.html,Teaching Activity,ENGINEERING,ENGINEERING SCIENCE
227,https://www.uwo.ca/ipb/databook/05/mse_tb05.html,Teaching Activity,ENGINEERING,MECHATRONIC SYSTEM ENGINEERING
228,https://www.uwo.ca/ipb/databook/05/auhstb05.html,Teaching Activity,HEALTH SCIENCES,HEALTH SCIENCES
229,https://www.uwo.ca/ipb/databook/05/bhsctb05.html,Teaching Activity,HEALTH SCIENCES,HEALTH STUDIES
230,https://www.uwo.ca/ipb/databook/05/cd__tb05.html,Teaching Activity,HEALTH SCIENCES,COMMUNICATION SCIENCES and DISORDERS
231,https://www.uwo.ca/ipb/databook/05/kinetb05.html,Teaching Activity,HEALTH SCIENCES,KINESIOLOGY
232,https://www.uwo.ca/ipb/databook/05/nurstb05.html,Teaching Activity,HEALTH SCIENCES,NURSING
233,https://www.uwo.ca/ipb/databook/05/ot__tb05.html,Teaching Activity,HEALTH SCIENCES,OCCUPATIONAL THERAPY
234,https://www.uwo.ca/ipb/databook/05/pt__tb05.html,Teaching Activity,HEALTH SCIENCES,PHYSICAL THERAPY
235,https://www.uwo.ca/ipb/databook/05/rhbltb05.html,Teaching Activity,HEALTH SCIENCES,HEALTH and REHABILITATION SCIENCES
236,https://www.uwo.ca/ipb/databook/05/auimtb05.html,Teaching Activity,INFORMATION and MEDIA STUDIES,INFORMATION and MEDIA STUDIES
237,https://www.uwo.ca/ipb/databook/05/digitb05.html,Teaching Activity,INFORMATION and MEDIA STUDIES,DIGITAL COMMUNICATION
238,https://www.uwo.ca/ipb/databook/05/his_tb05.html,Teaching Activity,INFORMATION and MEDIA STUDIES,HEALTH INFORMATION SCIENCE
239,https://www.uwo.ca/ipb/databook/05/imsbtb05.html,Teaching Activity,INFORMATION and MEDIA STUDIES,INFORMATION and MEDIA STUDIES
240,https://www.uwo.ca/ipb/databook/05/jourtb05.html,Teaching Activity,INFORMATION and MEDIA STUDIES,JOURNALISM
241,https://www.uwo.ca/ipb/databook/05/slistb05.html,Teaching Activity,INFORMATION and MEDIA STUDIES,LIBRARY and INFORMATION SCIENCE
242,https://www.uwo.ca/ipb/databook/05/mit_tb05.html,Teaching Activity,INFORMATION and MEDIA STUDIES,"MEDIA, INFORMATION and TECHNOCULTURE"
243,https://www.uwo.ca/ipb/databook/05/meditb05.html,Teaching Activity,INFORMATION and MEDIA STUDIES,MEDIA STUDIES
244,https://www.uwo.ca/ipb/databook/05/aul_tb05.html,Teaching Activity,LAW,LAW
245,https://www.uwo.ca/ipb/databook/05/aum_tb05.html,Teaching Activity,MEDICINE and DENTISTRY (MEDICINE),MEDICINE and DENTISTRY (MEDICINE)
246,https://www.uwo.ca/ipb/databook/05/aud_tb05.html,Teaching Activity,MEDICINE and DENTISTRY (DENTISTRY),MEDICINE and DENTISTRY (DENTISTRY)
247,https://www.uwo.ca/ipb/databook/05/anattb05.html,Teaching Activity,MEDICINE and DENTISTRY (MEDICINE),ANATOMY and CELL BIOLOGY
248,https://www.uwo.ca/ipb/databook/05/bioctb05.html,Teaching Activity,MEDICINE and DENTISTRY (MEDICINE),BIOCHEMISTRY
249,https://www.uwo.ca/ipb/databook/05/epidtb05.html,Teaching Activity,MEDICINE and DENTISTRY (MEDICINE),EPIDEMIOLOGY and BIOSTATISTICS
250,https://www.uwo.ca/ipb/databook/05/hms_tb05.html,Teaching Activity,MEDICINE and DENTISTRY (MEDICINE),HISTORY OF MEDICINE
251,https://www.uwo.ca/ipb/databook/05/bioptb05.html,Teaching Activity,MEDICINE and DENTISTRY (MEDICINE),MEDICAL BIOPHYSICS
252,https://www.uwo.ca/ipb/databook/05/m_i_tb05.html,Teaching Activity,MEDICINE and DENTISTRY (MEDICINE),MICROBIOLOGY and IMMUNOLOGY
253,https://www.uwo.ca/ipb/databook/05/pathtb05.html,Teaching Activity,MEDICINE and DENTISTRY (MEDICINE),PATHOLOGY and LABORATORY MEDICINE
254,https://www.uwo.ca/ipb/databook/05/p_p_tb05.html,Teaching Activity,MEDICINE and DENTISTRY (MEDICINE),PHYSIOLOGY and PHARMACOLOGY
255,https://www.uwo.ca/ipb/databook/05/imsatb05.html,Teaching Activity,MEDICINE and DENTISTRY (MEDICINE),INTERDISCIPLINARY MEDICAL SCIENCES
256,https://www.uwo.ca/ipb/databook/05/neustb05.html,Teaching Activity,MEDICINE and DENTISTRY (MEDICINE),NEUROSCIENCE
257,https://www.uwo.ca/ipb/databook/05/pbhltb05.html,Teaching Activity,MEDICINE and DENTISTRY (MEDICINE),PUBLIC HEALTH
258,https://www.uwo.ca/ipb/databook/05/aumutb05.html,Teaching Activity,MUSIC,MUSIC
259,https://www.uwo.ca/ipb/databook/05/aus_tb05.html,Teaching Activity,SCIENCE,SCIENCE
260,https://www.uwo.ca/ipb/databook/05/appmtb05.html,Teaching Activity,SCIENCE,APPLIED MATHEMATICS
261,https://www.uwo.ca/ipb/databook/05/bioltb05.html,Teaching Activity,SCIENCE,BIOLOGY
262,https://www.uwo.ca/ipb/databook/05/chemtb05.html,Teaching Activity,SCIENCE,CHEMISTRY
263,https://www.uwo.ca/ipb/databook/05/cscitb05.html,Teaching Activity,SCIENCE,COMPUTER SCIENCE
264,https://www.uwo.ca/ipb/databook/05/escitb05.html,Teaching Activity,SCIENCE,EARTH SCIENCES
265,https://www.uwo.ca/ipb/databook/05/mathtb05.html,Teaching Activity,SCIENCE,MATHEMATICS
266,https://www.uwo.ca/ipb/databook/05/p_a_tb05.html,Teaching Activity,SCIENCE,PHYSICS and ASTRONOMY
267,https://www.uwo.ca/ipb/databook/05/sas_tb05.html,Teaching Activity,SCIENCE,STATISTICAL and ACTUARIAL SCIENCES
268,https://www.uwo.ca/ipb/databook/05/envitb05.html,Teaching Activity,SCIENCE,ENVIRONMENTAL SCIENCE
269,https://www.uwo.ca/ipb/databook/05/da__tb05.html,Teaching Activity,SCIENCE,MASTER OF DATA ANALYTICS
270,https://www.uwo.ca/ipb/databook/05/ausstb05.html,Teaching Activity,SOCIAL SCIENCE,SOCIAL SCIENCE
271,https://www.uwo.ca/ipb/databook/05/anthtb05.html,Teaching Activity,SOCIAL SCIENCE,ANTHROPOLOGY
272,https://www.uwo.ca/ipb/databook/05/econtb05.html,Teaching Activity,SOCIAL SCIENCE,ECONOMICS
273,https://www.uwo.ca/ipb/databook/05/geogtb05.html,Teaching Activity,SOCIAL SCIENCE,GEOGRAPHY and ENVIRONMENT
274,https://www.uwo.ca/ipb/databook/05/histtb05.html,Teaching Activity,SOCIAL SCIENCE,HISTORY
275,https://www.uwo.ca/ipb/databook/05/caistb05.html,Teaching Activity,SOCIAL SCIENCE,MANAGEMENT and ORGANIZATIONAL STUDIES
276,https://www.uwo.ca/ipb/databook/05/polstb05.html,Teaching Activity,SOCIAL SCIENCE,POLITICAL SCIENCE
277,https://www.uwo.ca/ipb/databook/05/psyctb05.html,Teaching Activity,SOCIAL SCIENCE,PSYCHOLOGY
278,https://www.uwo.ca/ipb/databook/05/soc_tb05.html,Teaching Activity,SOCIAL SCIENCE,SOCIOLOGY
279,https://www.uwo.ca/ipb/databook/05/as__tb05.html,Teaching Activity,SOCIAL SCIENCE,AMERICAN STUDIES
280,https://www.uwo.ca/ipb/databook/05/fnattb05.html,Teaching Activity,SOCIAL SCIENCE,INDIGENOUS STUDIES
281,https://www.uwo.ca/ipb/databook/05/ir__tb05.html,Teaching Activity,SOCIAL SCIENCE,INTERNATIONAL RELATIONS
282,https://www.uwo.ca/ipb/databook/05/ppe_tb05.html,Teaching Activity,SOCIAL SCIENCE,"POLITICS, PHILOSOPHY and ECONOMICS"
283,https://www.uwo.ca/ipb/databook/05/justtb05.html,Teaching Activity,SOCIAL SCIENCE,TRANSITIONAL JUSTICE and POST-CONFLICT RECONSTRUCTION
284,https://www.uwo.ca/ipb/databook/05/bme_tb05.html,Teaching Activity,INTER-DISCIPLINARY GRADUATE STUDIES,BIOMEDICAL ENGINEERING
285,https://www.uwo.ca/ipb/databook/05/e_s_tb05.html,Teaching Activity,INTER-DISCIPLINARY GRADUATE STUDIES,ENVIRONMENT and SUSTAINABILITY
286,https://www.uwo.ca/ipb/databook/05/id07tb05.html,Teaching Activity,INTER-DISCIPLINARY GRADUATE STUDIES,MANAGEMENT OF APPLIED SCIENCE (APPLIED SCIENCE)
287,https://www.uwo.ca/ipb/databook/05/id01tb05.html,Teaching Activity,INTER-DISCIPLINARY GRADUATE STUDIES,MANAGEMENT OF APPLIED SCIENCE (BIOLOGICAL SCIENCES)
288,https://www.uwo.ca/ipb/databook/05/id03tb05.html,Teaching Activity,INTER-DISCIPLINARY GRADUATE STUDIES,MANAGEMENT OF APPLIED SCIENCE (COMPUTER SCIENCE)
289,https://www.uwo.ca/ipb/databook/05/id04tb05.html,Teaching Activity,INTER-DISCIPLINARY GRADUATE STUDIES,MANAGEMENT OF APPLIED SCIENCE (DATA ANALYTICS)
290,https://www.uwo.ca/ipb/databook/05/id05tb05.html,Teaching Activity,INTER-DISCIPLINARY GRADUATE STUDIES,MANAGEMENT OF APPLIED SCIENCE (GLOBAL HEALTH SYSTEM IN AFRICA)
291,https://www.uwo.ca/ipb/databook/05/neurtb05.html,Teaching Activity,INTER-DISCIPLINARY GRADUATE STUDIES,NEUROSCIENCE
292,https://www.uwo.ca/ipb/databook/05/pmustb05.html,Teaching Activity,INTER-DISCIPLINARY GRADUATE STUDIES,POPULAR MUSIC and CULTURE
293,https://www.uwo.ca/ipb/databook/05/id02tb05.html,Teaching Activity,INTER-DISCIPLINARY GRADUATE STUDIES,PROFESSIONAL COMMUNICATION and MANAGEMENT
294,https://www.uwo.ca/ipb/databook/05/t_c_tb05.html,Teaching Activity,INTER-DISCIPLINARY GRADUATE STUDIES,THEORY and CRITICISM
295,https://www.uwo.ca/ipb/databook/05/se__tb05.html,Teaching Activity,SCHOLARS ELECTIVES,SCHOLARS ELECTIVES
296,https://www.uwo.ca/ipb/databook/06/auartb06.html,Undergraduate Cross-Unit Teaching,ARTS and HUMANITIES,ARTS and HUMANITIES
297,https://www.uwo.ca/ipb/databook/06/clsttb06.html,Undergraduate Cross-Unit Teaching,ARTS and HUMANITIES,CLASSICAL STUDIES
298,https://www.uwo.ca/ipb/databook/06/engltb06.html,Undergraduate Cross-Unit Teaching,ARTS and HUMANITIES,ENGLISH and WRITING STUDIES
299,https://www.uwo.ca/ipb/databook/06/filmtb06.html,Undergraduate Cross-Unit Teaching,ARTS and HUMANITIES,FILM STUDIES
300,https://www.uwo.ca/ipb/databook/06/frentb06.html,Undergraduate Cross-Unit Teaching,ARTS and HUMANITIES,FRENCH STUDIES
301,https://www.uwo.ca/ipb/databook/06/ws__tb06.html,Undergraduate Cross-Unit Teaching,ARTS and HUMANITIES,"GENDER, SEXUALITY, and WOMEN'S STUDIES"
302,https://www.uwo.ca/ipb/databook/06/mll_tb06.html,Undergraduate Cross-Unit Teaching,ARTS and HUMANITIES,LANGUAGES and CULTURES
303,https://www.uwo.ca/ipb/databook/06/philtb06.html,Undergraduate Cross-Unit Teaching,ARTS and HUMANITIES,PHILOSOPHY
304,https://www.uwo.ca/ipb/databook/06/vsartb06.html,Undergraduate Cross-Unit Teaching,ARTS and HUMANITIES,VISUAL ARTS
305,https://www.uwo.ca/ipb/databook/06/aub_tb06.html,Undergraduate Cross-Unit Teaching,BUSINESS,CROSS-UNIT TEACHING
306,https://www.uwo.ca/ipb/databook/06/auedtb06.html,Undergraduate Cross-Unit Teaching,EDUCATION,CROSS-UNIT TEACHING
307,https://www.uwo.ca/ipb/databook/06/aue_tb06.html,Undergraduate Cross-Unit Teaching,ENGINEERING,ENGINEERING
308,https://www.uwo.ca/ipb/databook/06/cheetb06.html,Undergraduate Cross-Unit Teaching,ENGINEERING,CHEMICAL and BIOCHEMICAL ENGINEERING
309,https://www.uwo.ca/ipb/databook/06/civetb06.html,Undergraduate Cross-Unit Teaching,ENGINEERING,CIVIL and ENVIRONMENTAL ENGINEERING
310,https://www.uwo.ca/ipb/databook/06/eleetb06.html,Undergraduate Cross-Unit Teaching,ENGINEERING,ELECTRICAL and COMPUTER ENGINEERING
311,https://www.uwo.ca/ipb/databook/06/m_metb06.html,Undergraduate Cross-Unit Teaching,ENGINEERING,MECHANICAL and MATERIALS ENGINEERING
312,https://www.uwo.ca/ipb/databook/06/bmeatb06.html,Undergraduate Cross-Unit Teaching,ENGINEERING,BIOMEDICAL ENGINEERING
313,https://www.uwo.ca/ipb/databook/06/engstb06.html,Undergraduate Cross-Unit Teaching,ENGINEERING,ENGINEERING SCIENCE
314,https://www.uwo.ca/ipb/databook/06/mse_tb06.html,Undergraduate Cross-Unit Teaching,ENGINEERING,MECHATRONIC SYSTEM ENGINEERING
315,https://www.uwo.ca/ipb/databook/06/auhstb06.html,Undergraduate Cross-Unit Teaching,HEALTH SCIENCES,HEALTH SCIENCES
316,https://www.uwo.ca/ipb/databook/06/bhsctb06.html,Undergraduate Cross-Unit Teaching,HEALTH SCIENCES,HEALTH STUDIES
317,https://www.uwo.ca/ipb/databook/06/cd__tb06.html,Undergraduate Cross-Unit Teaching,HEALTH SCIENCES,COMMUNICATION SCIENCES and DISORDERS
318,https://www.uwo.ca/ipb/databook/06/kinetb06.html,Undergraduate Cross-Unit Teaching,HEALTH SCIENCES,KINESIOLOGY
319,https://www.uwo.ca/ipb/databook/06/nurstb06.html,Undergraduate Cross-Unit Teaching,HEALTH SCIENCES,NURSING
320,https://www.uwo.ca/ipb/databook/06/auimtb06.html,Undergraduate Cross-Unit Teaching,INFORMATION and MEDIA STUDIES,INFORMATION and MEDIA STUDIES
321,https://www.uwo.ca/ipb/databook/06/digitb06.html,Undergraduate Cross-Unit Teaching,INFORMATION and MEDIA STUDIES,DIGITAL COMMUNICATION
322,https://www.uwo.ca/ipb/databook/06/imsbtb06.html,Undergraduate Cross-Unit Teaching,INFORMATION and MEDIA STUDIES,INFORMATION and MEDIA STUDIES
